#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
7zxk_J               -            229 IGHJ                 -             17     4e-11   40.9   0.9   1   1     4e-11     4e-11   40.9   0.9     2    17   111   126   110   126 0.97 mol:protein length:229  SRF388 Heavy Chain
8r1c_D               -            124 IGHJ                 -             17   4.3e-11   40.8   0.7   1   1   1.5e-10   1.5e-10   39.1   0.7     3    17   110   124   109   124 0.96 mol:protein length:124  SD1-2 fab heavy chain
8r1c_F               -            124 IGHJ                 -             17   4.3e-11   40.8   0.7   1   1   1.5e-10   1.5e-10   39.1   0.7     3    17   110   124   109   124 0.96 mol:protein length:124  SD1-2 fab heavy chain
8r1c_H               -            124 IGHJ                 -             17   4.3e-11   40.8   0.7   1   1   1.5e-10   1.5e-10   39.1   0.7     3    17   110   124   109   124 0.96 mol:protein length:124  SD1-2 fab heavy chain
1vhp_A               -            117 IGHJ                 -             17   4.4e-11   40.8   2.2   1   1   8.9e-11     9e-11   39.8   2.2     2    17   102   117   102   117 0.98 mol:protein length:117  VH-P8
8bcz_E               -            121 IGHJ                 -             17   4.4e-11   40.8   5.4   1   1   8.7e-11   8.8e-11   39.8   5.4     2    17   106   121   105   121 0.98 mol:protein length:121  EY6A heavy chain
1jps_H               -            225 IGHJ                 -             17   4.5e-11   40.8   1.5   1   1   4.4e-11   4.5e-11   40.8   1.5     2    17   102   117   101   117 0.94 mol:protein length:225  immunoglobulin Fab D3H44, heavy chain
1jpt_H               -            225 IGHJ                 -             17   4.5e-11   40.8   1.5   1   1   4.4e-11   4.5e-11   40.8   1.5     2    17   102   117   101   117 0.94 mol:protein length:225  immunoglobulin Fab D3H44, heavy chain
8f2t_A               -            221 IGHJ                 -             17   4.5e-11   40.8   1.8   1   1   4.4e-11   4.5e-11   40.8   1.8     1    17   102   118   102   118 0.97 mol:protein length:221  Fab heavy chain
7lsb_B               -            218 IGHJ                 -             17   4.5e-11   40.8   2.3   1   1   4.5e-11   4.5e-11   40.8   2.3     2    17   100   115   100   115 0.98 mol:protein length:218  B1 Fab heavy chain
7lsi_A               -            218 IGHJ                 -             17   4.5e-11   40.8   2.3   1   1   4.5e-11   4.5e-11   40.8   2.3     2    17   100   115   100   115 0.98 mol:protein length:218  KD035 Fab heavy chain
7lsi_B               -            218 IGHJ                 -             17   4.5e-11   40.8   2.3   1   1   4.5e-11   4.5e-11   40.8   2.3     2    17   100   115   100   115 0.98 mol:protein length:218  KD035 Fab heavy chain
7t17_F               -            123 IGHJ                 -             17   4.6e-11   40.7   1.2   1   1   1.1e-10   1.1e-10   39.6   1.2     2    17   108   123   108   123 0.96 mol:protein length:123  DH1017.IgM IgH
7t17_J               -            123 IGHJ                 -             17   4.6e-11   40.7   1.2   1   1   1.1e-10   1.1e-10   39.6   1.2     2    17   108   123   108   123 0.96 mol:protein length:123  DH1017.IgM IgH
5cba_A               -            142 IGHJ                 -             17   4.7e-11   40.7   0.9   1   1   1.4e-10   1.4e-10   39.2   0.9     2    17   112   127   111   127 0.96 mol:protein length:142  3b4 heavy chain
5cba_C               -            142 IGHJ                 -             17   4.7e-11   40.7   0.9   1   1   1.4e-10   1.4e-10   39.2   0.9     2    17   112   127   111   127 0.96 mol:protein length:142  3b4 heavy chain
5cbe_A               -            142 IGHJ                 -             17   4.7e-11   40.7   0.9   1   1   1.4e-10   1.4e-10   39.2   0.9     2    17   112   127   111   127 0.96 mol:protein length:142  E10 heavy chain
5cbe_C               -            142 IGHJ                 -             17   4.7e-11   40.7   0.9   1   1   1.4e-10   1.4e-10   39.2   0.9     2    17   112   127   111   127 0.96 mol:protein length:142  E10 heavy chain
8vul_H               -            119 IGHJ                 -             17   4.7e-11   40.7   2.3   1   1   4.6e-11   4.7e-11   40.7   2.3     2    17   104   119   103   119 0.97 mol:protein length:119  003-102 Heavy
7zlk_M               -            124 IGHJ                 -             17   4.8e-11   40.7   1.9   1   1   1.1e-10   1.1e-10   39.5   1.9     3    17   110   124   109   124 0.97 mol:protein length:124  ACS122 heavy chain
7zlk_S               -            124 IGHJ                 -             17   4.8e-11   40.7   1.9   1   1   1.1e-10   1.1e-10   39.5   1.9     3    17   110   124   109   124 0.97 mol:protein length:124  ACS122 heavy chain
8zgu_H               -            225 IGHJ                 -             17   4.8e-11   40.7   1.1   1   1   4.7e-11   4.8e-11   40.7   1.1     2    17   109   124   108   124 0.97 mol:protein length:225  AH100 heavy chain
8ywx_E               -            707 IGHJ                 -             17     5e-11   40.6  16.9   1   2   1.7e-05   1.7e-05   23.0   5.7     5    17   105   117   105   117 0.96 mol:protein length:707  H4B6 Fab's heavy chain
8ywx_E               -            707 IGHJ                 -             17     5e-11   40.6  16.9   2   2   2.4e-08   2.4e-08   32.1   3.3     3    17   572   586   571   586 0.96 mol:protein length:707  H4B6 Fab's heavy chain
6wio_A               -            230 IGHJ                 -             17   5.2e-11   40.6   4.0   1   1   5.1e-11   5.2e-11   40.6   4.0     1    17   111   127   111   127 0.99 mol:protein length:230  Fab Heavy chain
8g4p_A               -            232 IGHJ                 -             17   5.2e-11   40.6   4.0   1   1   5.1e-11   5.2e-11   40.6   4.0     1    17   109   125   109   125 0.99 mol:protein length:232  13T5 Fab heavy chain
8u03_H               -            232 IGHJ                 -             17   5.2e-11   40.6   3.6   1   1   5.1e-11   5.2e-11   40.6   3.6     2    17   116   131   115   131 0.98 mol:protein length:232  10E8-NGS-03 Fab heavy chain
7swp_H               -            234 IGHJ                 -             17   5.2e-11   40.6   1.1   1   1   5.2e-11   5.2e-11   40.6   1.1     2    17   114   129   114   129 0.97 mol:protein length:234  G32Q4 Fab heavy chain
6wir_A               -            236 IGHJ                 -             17   5.3e-11   40.5   4.0   1   1   5.3e-11   5.3e-11   40.5   4.0     1    17   111   127   111   127 0.99 mol:protein length:236  Fab heavy chain
6fg1_A               -            241 IGHJ                 -             17   5.5e-11   40.5   4.0   1   1   5.4e-11   5.5e-11   40.5   4.0     1    17   111   127   111   127 0.99 mol:protein length:241  HEAVY CHAIN OF FAB NAA32
3j6u_H               -            135 IGHJ                 -             17   5.5e-11   40.5   0.5   1   1   1.5e-10   1.5e-10   39.1   0.5     3    17   114   128   113   128 0.96 mol:protein length:135  Fab 5J7 heavy chain
4ygv_A               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2a heavy chain
4ygv_F               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2a heavy chain
4yhi_A               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2a heavy chain
4yhi_H               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2a heavy chain
4yhk_H               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2a heavy chain
4yhl_H               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2b heavy chain
4yhm_H               -            222 IGHJ                 -             17   5.5e-11   40.5   5.7   1   1   5.5e-11   5.5e-11   40.5   5.7     1    17   103   119   103   119 0.99 mol:protein length:222  aDabi-Fab2b heavy chain
7ey0_H               -            223 IGHJ                 -             17   5.6e-11   40.5   5.7   1   1   5.5e-11   5.6e-11   40.5   5.7     1    17   102   118   102   118 0.99 mol:protein length:223  BD-813H
7xd2_D               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  H chain of antibody 10-5B
7xd2_E               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  H chain of antibody 10-5B
7xd2_I               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  H chain of antibody 10-5B
8h07_E               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  10-5B H chain
8h07_G               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  10-5B H chain
8h07_M               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  10-5B H chain
8h08_D               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  10-5B H chain
8h08_F               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  10-5B H chain
8h08_L               -            117 IGHJ                 -             17   5.7e-11   40.4   0.6   1   1   5.6e-11   5.7e-11   40.4   0.6     2    17   102   117   101   117 0.96 mol:protein length:117  10-5B H chain
6att_H               -            224 IGHJ                 -             17   5.8e-11   40.4   7.1   1   1   5.7e-11   5.8e-11   40.4   7.1     1    17   105   121   105   121 0.99 mol:protein length:224  Antibody 39S Fab heavy chain
1fvc_B               -            120 IGHJ                 -             17   5.9e-11   40.4   2.7   1   1   1.3e-10   1.3e-10   39.3   2.7     2    17   105   120   104   120 0.96 mol:protein length:120  IGG1-KAPPA 4D5 FV (HEAVY CHAIN)
1fvc_D               -            120 IGHJ                 -             17   5.9e-11   40.4   2.7   1   1   1.3e-10   1.3e-10   39.3   2.7     2    17   105   120   104   120 0.96 mol:protein length:120  IGG1-KAPPA 4D5 FV (HEAVY CHAIN)
7m3i_A               -            227 IGHJ                 -             17   5.9e-11   40.4   3.7   1   1   5.9e-11   5.9e-11   40.4   3.7     2    17   106   121   105   121 0.98 mol:protein length:227  CV2-75 Fab Heavy chain
7m3i_H               -            227 IGHJ                 -             17   5.9e-11   40.4   3.7   1   1   5.9e-11   5.9e-11   40.4   3.7     2    17   106   121   105   121 0.98 mol:protein length:227  CV2-75 Fab Heavy chain
7zr9_D               -            131 IGHJ                 -             17   5.9e-11   40.4   3.1   1   1   1.7e-10   1.8e-10   38.9   3.1     2    17   116   131   116   131 0.99 mol:protein length:131  Omi-2 Fab heavy chain
7zr9_F               -            131 IGHJ                 -             17   5.9e-11   40.4   3.1   1   1   1.7e-10   1.8e-10   38.9   3.1     2    17   116   131   116   131 0.99 mol:protein length:131  Omi-2 Fab heavy chain
7zr9_H               -            131 IGHJ                 -             17   5.9e-11   40.4   3.1   1   1   1.7e-10   1.8e-10   38.9   3.1     2    17   116   131   116   131 0.99 mol:protein length:131  Omi-2 Fab heavy chain
7kf0_A               -            236 IGHJ                 -             17     6e-11   40.4   6.7   1   1   5.9e-11     6e-11   40.4   6.7     1    17   104   120   104   120 0.99 mol:protein length:236  anti-VEGF-A Fab bH1 heavy chain
7kf0_H               -            236 IGHJ                 -             17     6e-11   40.4   6.7   1   1   5.9e-11     6e-11   40.4   6.7     1    17   104   120   104   120 0.99 mol:protein length:236  anti-VEGF-A Fab bH1 heavy chain
4rir_A               -            231 IGHJ                 -             17     6e-11   40.4   7.1   1   1   5.9e-11     6e-11   40.4   7.1     1    17   110   126   110   126 0.99 mol:protein length:231  CH58-UA Fab heavy chain
4rir_H               -            231 IGHJ                 -             17     6e-11   40.4   7.1   1   1   5.9e-11     6e-11   40.4   7.1     1    17   110   126   110   126 0.99 mol:protein length:231  CH58-UA Fab heavy chain
4ris_H               -            231 IGHJ                 -             17     6e-11   40.4   7.1   1   1   5.9e-11     6e-11   40.4   7.1     1    17   110   126   110   126 0.99 mol:protein length:231  CH58-UA Fab heavy chain
5fuo_H               -            233 IGHJ                 -             17     6e-11   40.4   0.5   1   1   5.9e-11     6e-11   40.4   0.5     3    17   107   121   105   121 0.96 mol:protein length:233  FAB HEAVY CHAIN
5fuz_H               -            233 IGHJ                 -             17     6e-11   40.4   0.5   1   1   5.9e-11     6e-11   40.4   0.5     3    17   107   121   105   121 0.96 mol:protein length:233  645 FAB, HEAVY CHAIN
