pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
8pxo	F	E	0	A	protein	NA	broad substrate specificity atp-binding cassettetransporter abcg2 	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with AZ99 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Yu, Q., Kowal, J., Tajkhorshid, E., Altmann, K.H., Locher, K.P.	3.0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
8py4	D	C	0	B	protein	NA	broad substrate specificity atp-binding cassettetransporter abcg2 	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with ko143 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Yu, Q., Kowal, J., Tajkhorshid, E., Altmann, K.H., Locher, K.P.	3.0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
8py4	F	E	0	A	protein	NA	broad substrate specificity atp-binding cassettetransporter abcg2 	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with ko143 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Yu, Q., Kowal, J., Tajkhorshid, E., Altmann, K.H., Locher, K.P.	3.0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
8q7b	D	C	0	B	protein	NA	atp-binding cassette sub-family g member 2	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with MZ29 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Kowal, J., Yu, Q., Ni, D., Stahlberg, H., Tajkhorshid, E., Altmann, K.H., Locher, K.P., Manolaridis, I., Jackson, S.M., Taylor, N.M.I., Zechner, M.	2.56	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
8q7b	F	E	0	A	protein	NA	atp-binding cassette sub-family g member 2	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with MZ29 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Kowal, J., Yu, Q., Ni, D., Stahlberg, H., Tajkhorshid, E., Altmann, K.H., Locher, K.P., Manolaridis, I., Jackson, S.M., Taylor, N.M.I., Zechner, M.	2.56	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
8qcm	D	C	0	B	protein	NA	broad substrate specificity atp-binding cassettetransporter abcg2 	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with MZ82 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Yu, Q., Kowal, J., Ni, D., Stahlberg, H., Tajkhorshid, E., Altmann, K.H., Locher, K.P.	2.39	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
8qcm	F	E	0	A	protein	NA	broad substrate specificity atp-binding cassettetransporter abcg2 	TRANSPORT PROTEIN	11/06/24	ABCG2 in complex with MZ82 and 5D3 Fab	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Yu, Q., Kowal, J., Ni, D., Stahlberg, H., Tajkhorshid, E., Altmann, K.H., Locher, K.P.	2.39	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
8wz4	H	L	0	C	protein	NA	rsv fusion glycoprotein	VIRAL PROTEIN	11/06/24	Cryo-EM structure of prefusion-stabilized RSV F (DS-Cav1 strain: A2) in complex with nAb 5B11 (localized refinement)	Human respiratory syncytial virus A2; Mus musculus	mus musculus	mus musculus	human respiratory syncytial virus a2	Liu, L., Sun, H., Sun, Y., Zheng, Q., Li, S., Zheng, Z., Xia, N.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV9	IGKV12	Kappa	None	None	None	None	None
8yh0	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2,guanine nucleotide-binding protein g(i) subunit alpha-1  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	11/06/24	A3R-Gi complex bound to NECA	Homo sapiens; Influenza A virus (A/Victoria/3/1975(H3N2)); Mus musculus; Ovis aries; Rattus rattus	mus musculus		homo sapiens | rattus rattus	Oshima, H.S., Shihoya, W., Nureki, O.	2.86	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8yh2	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2,guanine nucleotide-binding protein g(i) subunit alpha-1 chimera  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	11/06/24	A3R-Gi complex bound to adenosine	Homo sapiens; Human orthopneumovirus; Influenza A virus (A/Victoria/3/1975(H3N2)); Mus musculus; Ovis aries; Rattus rattus	mus musculus		homo sapiens | rattus rattus	Oshima, H.S., Shihoya, W., Nureki, O.	3.27	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8yh3	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2,guanine nucleotide-binding protein g(i) subunit alpha-1 chimera  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	11/06/24	A3R-Gi complex bound to m6A	Bos taurus; Homo sapiens; human respiratory syncytial virus; Influenza A virus (A/Victoria/3/1975(H3N2)); Mus musculus; Ovis aries; Rattus rattus	mus musculus		homo sapiens, bos taurus | rattus rattus	Oshima, H.S., Shihoya, W., Nureki, O.	3.4	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8yh5	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2,guanine nucleotide-binding protein g(i) subunit alpha-1 chimera  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	11/06/24	A3R-Gi complex bound to i6A	Bos taurus; Homo sapiens; human respiratory syncytial virus; Influenza A virus (A/Victoria/3/1975(H3N2)); Mus musculus; Ovis aries; Rattus rattus	mus musculus		homo sapiens, bos taurus | rattus rattus	Oshima, H.S., Shihoya, W., Nureki, O.	3.66	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8yh6	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2,guanine nucleotide-binding protein g(i) subunit alpha-1 chimera  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	11/06/24	A3R-Gi complex bound to namodenoson	Bos taurus; Homo sapiens; human respiratory syncytial virus; Influenza A virus (A/Victoria/3/1975(H3N2)); Mus musculus; Ovis aries; Rattus rattus	mus musculus		homo sapiens, bos taurus | rattus rattus	Oshima, H.S., Shihoya, W., Nureki, O.	3.62	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
9ctu	D	C	0	A	protein	NA	membrane protein	MEMBRANE PROTEIN	11/06/24	Cryo-EM structure of SARS-CoV-2 M (short conformation)bound to C1P	Mus musculus; Severe acute respiratory syndrome coronavirus 2	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Dolan, K.A., Brohawn, S.G.	3.03	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
9ctu	F	E	0	B	protein	NA	membrane protein	MEMBRANE PROTEIN	11/06/24	Cryo-EM structure of SARS-CoV-2 M (short conformation)bound to C1P	Mus musculus; Severe acute respiratory syndrome coronavirus 2	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Dolan, K.A., Brohawn, S.G.	3.03	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
9ctw	D	C	0	A	protein	NA	membrane protein	MEMBRANE PROTEIN	11/06/24	Cryo-EM structure of SARS-CoV-2 M (long conformation) in the presence of C1P	Mus musculus; Severe acute respiratory syndrome coronavirus 2	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Dolan, K.A., Brohawn, S.G.	3.01	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
9ctw	F	E	0	B	protein	NA	membrane protein	MEMBRANE PROTEIN	11/06/24	Cryo-EM structure of SARS-CoV-2 M (long conformation) in the presence of C1P	Mus musculus; Severe acute respiratory syndrome coronavirus 2	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Dolan, K.A., Brohawn, S.G.	3.01	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8vgl	H	L	0	C | B	protein | protein	NA | NA	chimeric nav1.7-navab | chimeric nav1.7-navab	TRANSPORT PROTEIN	10/30/24	CryoEM structure of Nav1.7 in complex with wild type Fab 7A9	Aliarcobacter butzleri RM4018; Mus musculus	mus musculus	mus musculus	aliarcobacter butzleri rm4018 | aliarcobacter butzleri rm4018	Kung, J.E., Jao, C.C., Arthur, C.P., Sudhamsu, J.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
8vgl	E	F	0	A | D	protein | protein	NA | NA	chimeric nav1.7-navab | chimeric nav1.7-navab	TRANSPORT PROTEIN	10/30/24	CryoEM structure of Nav1.7 in complex with wild type Fab 7A9	Aliarcobacter butzleri RM4018; Mus musculus	mus musculus	mus musculus	aliarcobacter butzleri rm4018 | aliarcobacter butzleri rm4018	Kung, J.E., Jao, C.C., Arthur, C.P., Sudhamsu, J.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
8vgm	H	L	0	C | D	protein | protein	NA | NA	chimeric nav1.7-navab | chimeric nav1.7-navab	TRANSPORT PROTEIN	10/30/24	CryoEM structure of Nav1.7 in complex with engineered conformationally rigid Fab 7A9.4DS	Aliarcobacter butzleri RM4018; Mus musculus	mus musculus	mus musculus	aliarcobacter butzleri rm4018 | aliarcobacter butzleri rm4018	Kung, J.E., Jao, C.C., Arthur, C.P., Sudhamsu, J.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
8vgm	E	F	0	A | B	protein | protein	NA | NA	chimeric nav1.7-navab | chimeric nav1.7-navab	TRANSPORT PROTEIN	10/30/24	CryoEM structure of Nav1.7 in complex with engineered conformationally rigid Fab 7A9.4DS	Aliarcobacter butzleri RM4018; Mus musculus	mus musculus	mus musculus	aliarcobacter butzleri rm4018 | aliarcobacter butzleri rm4018	Kung, J.E., Jao, C.C., Arthur, C.P., Sudhamsu, J.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
8rek	H	L	0	A	protein	NA	apical membrane antigen 1 (fragment)	IMMUNE SYSTEM	10/16/24	Plasmodium vivax Apical Membrane Antigen 1/Fab complex	Mus musculus; Plasmodium vivax Sal-1	mus musculus	mus musculus	plasmodium vivax sal-1	Bentley, G.A., Saul, F.A., Vulliez-LeNormand, B.	3.05	X-RAY DIFFRACTION	0.292	0.221	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
8rel	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/16/24	Fab of an anti-PvAMA1 monoclonal antibody	Mus musculus	mus musculus	mus musculus		Bentley, G.A., Saul, F.A., Vulliez-LeNormand, B.	2.1	X-RAY DIFFRACTION	0.255	0.200	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
8rel	M	N	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/16/24	Fab of an anti-PvAMA1 monoclonal antibody	Mus musculus	mus musculus	mus musculus		Bentley, G.A., Saul, F.A., Vulliez-LeNormand, B.	2.1	X-RAY DIFFRACTION	0.255	0.200	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
8up2	A	B	0	C	protein	NA	factor h binding protein, sequence variant id 1	IMMUNE SYSTEM	10/16/24	Murine Fab JAR 4 bound to meningococcal Factor H binding protein	Mus musculus; Neisseria meningitidis	mus musculus	mus musculus	neisseria meningitidis	Beernink, P.T., Beernink, B.P.	1.6	X-RAY DIFFRACTION	0.212	0.187	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8up2	D	E	0	F	protein	NA	factor h binding protein, sequence variant id 1	IMMUNE SYSTEM	10/16/24	Murine Fab JAR 4 bound to meningococcal Factor H binding protein	Mus musculus; Neisseria meningitidis	mus musculus	mus musculus	neisseria meningitidis	Beernink, P.T., Beernink, B.P.	1.6	X-RAY DIFFRACTION	0.212	0.187	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
9jr2	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(q) subunit alpha-1(minigq)  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN/IMMUNE SYSTEM	10/16/24	Cryo-EM structure of PTH-PTH1R-Gq (upright state)	Bos taurus; Homo sapiens; Mus musculus; Rattus rattus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | rattus rattus	Sano, F.K., Hirano, H., Itoh, Y., Nureki, O.	2.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
9jr3	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1(minigq)  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN/IMMUNE SYSTEM	10/16/24	Cryo-EM structure of PTH-PTH1R-Gq (tilted state)	Bos taurus; Homo sapiens; Mus musculus; Rattus rattus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | rattus rattus	Sano, F.K., Hirano, H., Itoh, Y., Nureki, O.	2.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8xwp	D	D	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/02/24	Cryo-EM structure of ET-1 bound ETBR-DNGI complex	Homo sapiens; Mus musculus	mus musculus		homo sapiens | homo sapiens	Tani, K., Maki-Yonekura, S., Kanno, R., Negami, T., Hamaguchi, T., Hall, M., Mizoguchi, A., Humbel, B.M., Terada, T., Yonekura, K., Doi, T.	3.21	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8xwq	D	D	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/02/24	Cryo-EM structure of ET-1 bound ETBR-DNGI complex	Homo sapiens; Mus musculus	mus musculus		homo sapiens | homo sapiens	Tani, K., Maki-Yonekura, S., Kanno, R., Negami, T., Hamaguchi, T., Hall, M., Mizoguchi, A., Humbel, B.M., Terada, T., Yonekura, K., Doi, T.	4.6	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
9axn	H	L	0	H	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	A	B	0	A	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	C	D	0	C	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus		Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	I	J	0	I	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	M	N	0	M	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	O	P	0	O	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axn	Q	R	0	R	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Anti-Fentanyl Antibody HY11-6B2_Mu Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.4	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axo	H	L	0	L	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of Antibody HY11-7E1_Ch2 Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	Rodarte, J.V., Pancera, M.	2.1	X-RAY DIFFRACTION	0.278	0.232	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
9axq	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY11-7E1_Hu3 Fab in the Apo Conformation	Mus musculus	mus musculus	mus musculus		Rodarte, J.V., Pancera, M., Hannon, B.	2.2	X-RAY DIFFRACTION	0.238	0.208	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
9axq	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY11-7E1_Hu3 Fab in the Apo Conformation	Mus musculus	mus musculus	mus musculus		Rodarte, J.V., Pancera, M., Hannon, B.	2.2	X-RAY DIFFRACTION	0.238	0.208	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
9axq	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY11-7E1_Hu3 Fab in the Apo Conformation	Mus musculus	mus musculus	mus musculus		Rodarte, J.V., Pancera, M., Hannon, B.	2.2	X-RAY DIFFRACTION	0.238	0.208	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
9axq	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY11-7E1_Hu3 Fab in the Apo Conformation	Mus musculus	mus musculus	mus musculus		Rodarte, J.V., Pancera, M., Hannon, B.	2.2	X-RAY DIFFRACTION	0.238	0.208	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
9axr	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY18-5B1_Ch Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus		McGovern, M.R., Rodarte, J.V., Pancera, M.	3.3	X-RAY DIFFRACTION	0.316	0.278	False	True	IGHV14	IGKV6	Kappa	None	None	None	None	None
9axr	H	L	0	H	Hapten	7V7	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY18-5B1_Ch Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus	mus musculus	McGovern, M.R., Rodarte, J.V., Pancera, M.	3.3	X-RAY DIFFRACTION	0.316	0.278	False	True	IGHV14	IGKV6	Kappa	None	None	None	None	None
9axr	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY18-5B1_Ch Fab in Complex with Fentanyl	Mus musculus	mus musculus	mus musculus		McGovern, M.R., Rodarte, J.V., Pancera, M.	3.3	X-RAY DIFFRACTION	0.316	0.278	False	True	IGHV14	IGKV6	Kappa	None	None	None	None	None
9axs	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/24	Crystal Structure of HY18-5B1_Ch Fab in the Apo Conformation	Mus musculus	mus musculus	mus musculus		McGovern, M.R., Rodarte, J.V., Pancera, M.	2.04	X-RAY DIFFRACTION	0.235	0.200	False	True	IGHV14	IGKV6	Kappa	None	None	None	None	None
8wrd	H	L	0	A	protein	NA	synaptic vesicular amine transporter	MEMBRANE PROTEIN	09/25/24	Transporter apo state	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Im, D., Iwata, S.	3.05	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
8wre	H	L	0	A	protein	NA	synaptic vesicular amine transporter	MEMBRANE PROTEIN	09/25/24	Transporter bound with dopamine	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Im, D., Iwata, S.	2.9	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
8wvg	H	L	0	A	protein	NA	synaptic vesicular amine transporter	MEMBRANE PROTEIN	09/25/24	Transporter bound with inhibitor	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Im, D., Iwata, S.	3.18	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
8zdw	U	R	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	09/25/24	The cryoEM structure of H5N1 HA split from symmetric filament in conformation A	Influenza A virus (strain A/Vietnam/1203/2004 H5N1); Mus musculus	mus musculus	mus musculus	influenza a virus (strain a/vietnam/1203/2004h5n1) 	Li, R., Gao, J., Wang, L., Gui, M., Xiang, Y.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8zdw	F	E	0	C	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	09/25/24	The cryoEM structure of H5N1 HA split from symmetric filament in conformation A	Influenza A virus (strain A/Vietnam/1203/2004 H5N1); Mus musculus	mus musculus	mus musculus	influenza a virus (strain a/vietnam/1203/2004h5n1) 	Li, R., Gao, J., Wang, L., Gui, M., Xiang, Y.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8zdw	L	J	0	H	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	09/25/24	The cryoEM structure of H5N1 HA split from symmetric filament in conformation A	Influenza A virus (strain A/Vietnam/1203/2004 H5N1); Mus musculus	mus musculus	mus musculus	influenza a virus (strain a/vietnam/1203/2004h5n1) 	Li, R., Gao, J., Wang, L., Gui, M., Xiang, Y.	3.45	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
9dn4	A	B	0	E	nucleic-acid	NA	rna (5'-r(p*cp*up*cp*gp*up*cp*up*gp*ap*ap*ap*cp*ap*cp*gp*gp*ap*gp*ap*g)-3') 	IMMUNE SYSTEM	09/25/24	Crystal structure of a SARS-CoV-2 20-mer RNA in complex with FAB BL3-6S97N	Mus musculus; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Lovell, S., Cooper, A., Battaile, K.P., Hegde, S., Wang, J.	1.9	X-RAY DIFFRACTION	0.223	0.176	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
